Index,Target
174,4.677127
1395,14.88574
1972,11.658627
315,10.231643
217,8.398416
2186,9.84879
1210,5.596069
3134,9.903924
2480,11.834118
2577,9.663202
3449,8.176913
1345,9.09453
1424,11.61655
2335,11.1870575
1321,9.515247
2855,13.27844
99,8.540524
1632,9.680757
1289,8.722199
3973,7.0449786
3414,9.975445
3732,9.336853
120,9.101712
1188,11.810098
3879,10.984747
156,12.3923235
2483,13.983343
1545,6.7944856
1937,10.49812
1666,10.893783
1061,6.3844786
305,4.3463426
3983,10.019859
3789,11.291865
1370,10.26036
2384,9.552912
1200,11.489432
4046,11.2404375
2302,9.818148
1657,10.70647
843,10.192876
240,14.041559
1162,9.906072
1503,12.048031
2654,9.090177
879,9.566894
3189,9.52376
4092,11.69679
1157,10.251658
1404,10.527747
1068,6.959849
495,11.544144
2170,5.9397187
1480,9.551034
1731,9.383674
655,7.219851
642,13.110836
2937,11.310978
584,9.013074
1044,9.825064
3101,10.741915
555,10.742902
3052,8.573666
3462,13.623925
3701,12.2439575
1104,8.359644
1174,8.714847
177,7.6727247
2167,7.8405037
3364,7.803307
2925,13.847298
2320,7.1777463
51,9.261826
2500,11.555245
803,6.866438
2481,8.88977
73,12.234958
1800,10.133303
1173,10.086695
2057,7.760402
3745,5.190654
564,10.727373
2662,10.956432
2414,7.7187023
1113,7.4722304
3032,10.576635
3826,12.169747
1108,6.7077584
402,9.068324
3066,10.748409
1096,7.778011
3857,14.680419
157,18.347363
831,9.478531
1298,8.835059
1778,12.347789
494,10.071655
52,8.926974
3401,13.742079
220,9.73624
705,10.597769
26,14.790315
2941,11.55844
1697,10.583916
1220,6.821989
461,12.685588
214,13.36965
680,7.8437734
3266,10.76936
2189,13.406077
3287,8.166897
414,13.188923
2530,8.783781
2501,8.48853
1175,10.678156
2378,7.994511
764,11.19821
321,3.8841226
1613,8.440311
751,9.291858
3485,6.5555596
817,7.0946174
2586,9.215383
881,12.961786
2793,10.954928
144,9.252719
857,10.98159
1152,9.864734
3035,10.227525
3938,8.237985
2903,9.068984
44,4.710461
1022,10.851025
1793,9.328447
354,10.717186
3761,9.212754
3355,7.627554
2951,14.529033
3116,7.9394135
1216,5.5859776
4155,8.729488
605,9.64082
3590,12.882317
256,19.153513
3453,9.724817
3026,7.444142
1674,9.429642
718,4.299365
3319,17.86916
809,14.563674
2632,6.616532
291,14.005371
3685,10.4472685
4116,9.921447
1522,10.25192
2010,6.942635
263,5.360529
1477,9.226963
1860,11.355253
2342,5.5223
2633,7.5203834
56,8.378082
976,9.428048
1187,10.983221
2067,8.143479
2819,6.6691833
3778,9.475752
2223,14.153079
2031,9.596457
2323,6.965429
3433,7.6146603
1491,10.140987
2718,6.4114237
3225,8.4549
2044,10.696082
12,11.839311
1454,10.208792
322,8.698688
1894,8.6649885
3539,7.544511
1813,10.579086
2138,12.497927
3291,12.045976
3630,5.8546467
2584,9.466669
4004,9.376764
2732,7.3915057
2440,10.660242
3544,8.896844
1293,9.136289
1718,11.288431
2437,7.9512205
416,9.489819
2290,8.036676
227,8.068794
932,7.970634
2736,7.3010187
2423,9.093518
1242,7.1913323
3166,13.335851
811,13.581413
3721,9.613089
183,12.625536
3350,12.065103
3248,12.956595
486,11.555737
3185,10.438289
3047,8.567453
139,8.481863
693,9.67622
266,9.8624115
2722,6.595464
3416,9.155419
63,8.017952
1189,11.107779
3159,7.1347404
3904,13.273363
2425,10.627138
2334,11.537963
3463,14.324522
3854,14.33334
3848,13.1011095
1064,6.5745225
3077,10.404657
3726,11.201962
2015,7.0824137
2244,8.065114
1055,3.8193483
279,9.4907055
3764,9.896141
3290,9.613131
3326,14.080742
358,13.436019
3746,7.9445276
299,9.635794
3686,10.170363
3751,6.621341
2073,9.26456
1444,6.9055095
1295,7.8731213
1159,10.622833
415,14.7017765
1815,11.097744
1128,9.193894
790,12.391497
3154,8.448873
2647,8.64488
1743,10.671076
3847,8.496873
2496,10.238864
4147,11.127698
4074,8.853592
1413,10.776879
802,10.693234
1971,13.002226
2185,8.341831
2506,5.680032
58,5.5005064
76,11.962499
368,10.260335
1110,9.347045
1032,12.359646
3653,8.321588
3860,14.028971
1760,13.62607
3082,11.588188
1073,6.4009833
897,5.143689
2155,14.90862
3683,11.790947
2700,10.264234
2550,5.389199
124,6.917096
869,10.55195
761,14.803113
1501,10.168684
2417,7.533715
2356,11.2767935
429,15.49292
1612,9.01368
665,8.400356
810,12.671783
2319,10.856566
2380,4.161199
442,12.593631
829,7.1719275
2582,8.980798
433,12.009022
1563,9.688148
387,9.226611
30,16.412851
1116,7.696335
203,13.112668
2810,9.7734375
1161,8.97152
4098,9.905822
2856,10.42321
1532,5.58294
1580,10.005769
3961,10.954427
2836,9.914386
478,13.378227
2019,9.058487
1268,8.140823
443,7.6311307
2282,10.06695
2953,9.81094
1638,10.235221
3624,10.115267
192,14.452362
567,6.36227
1412,12.411119
3274,11.568556
6,16.88465
3353,9.238882
439,14.604987
289,12.407486
1146,9.471593
864,10.363339
1025,10.000259
4082,10.902508
1233,6.5314665
3642,7.113988
3609,9.300022
2812,4.9074044
1406,11.614857
1874,9.649549
1615,9.213466
2627,4.9868374
1052,11.428761
194,9.067729
450,14.127839
1779,8.18212
2677,8.438073
29,9.210133
3466,10.340031
4088,14.168215
1106,7.201923
2789,10.4664345
3785,10.944433
4174,10.915802
3689,13.042191
3923,7.9715605
912,6.7620015
1231,6.5312576
3935,14.124663
3639,6.7851095
2592,9.238294
3564,9.74975
222,15.168786
812,4.537908
4019,10.925022
573,11.136402
1163,9.027051
3602,6.575298
1741,11.148184
1426,10.500911
3529,6.8550124
2498,12.102733
80,10.376827
257,14.645279
295,7.0327206
1502,10.718788
2579,9.00415
1727,10.488825
903,5.725525
2698,10.172773
2260,13.894351
3182,19.563835
4020,11.219945
1123,8.626187
889,9.82357
1255,8.438979
376,11.025207
999,8.071454
3042,10.385292
3780,13.019349
2668,9.6689005
3734,12.269606
449,11.279886
1351,8.728407
2887,10.527745
1047,11.602104
654,9.594827
2873,7.9225974
2770,8.758751
805,9.233601
736,11.132542
1451,7.847103
2347,12.176995
411,11.65869
1988,4.710461
2879,8.642719
1398,9.999044
1330,11.315343
2177,15.233818
3200,13.651453
3697,12.901071
3329,9.996565
657,14.640487
1904,11.070952
2406,14.486851
2641,8.258288
915,6.863918
1006,10.163196
2114,2.7546518
910,6.7084513
152,14.24603
1807,13.835556
1808,9.543222
1723,12.054727
102,13.500585
1186,13.440148
2269,10.15772
239,3.4389257
2805,12.502235
2716,6.635373
108,11.98753
3557,9.607182
4120,9.363283
2458,4.3724136
1315,8.3255625
1967,16.976305
3518,10.0193405
3519,10.557724
2706,10.907988
3740,10.187956
3400,12.5055485
332,6.076392
2366,11.258721
2522,10.286634
3468,11.133137
2270,9.910561
1564,8.274646
4069,7.2235165
1647,8.683656
2833,9.521339
1178,11.6045
1334,9.196182
2420,7.8193336
1536,6.439388
2172,3.903807
816,6.4215145
3817,7.559639
2478,10.91719
776,11.284397
3093,10.226444
1651,10.170186
2897,8.8865385
3953,9.43854
1830,6.6630325
4038,8.666718
1272,7.333184
3384,5.78131
3160,6.6349363
3894,11.373293
1288,9.917352
3863,14.289693
554,6.484261
1871,11.187166
1074,6.5954523
2525,10.362273
4113,8.6675825
1618,10.786188
3410,6.937621
3532,6.8038793
3391,14.18319
3577,12.558633
1756,10.435012
1777,15.219671
2256,10.147457
3016,8.859445
1805,9.959707
752,12.138245
2339,13.235442
3181,13.652277
1882,9.066655
1391,9.816701
3365,7.6241603
4107,7.0929794
4042,9.075227
2952,9.6110525
3673,9.293725
729,9.997938
2994,13.622665
2768,9.880976
2828,8.749503
721,16.705276
2037,6.097499
3366,6.32611
1740,10.451407
2171,3.5125449
2222,17.138952
3231,8.879097
1754,10.1075945
346,11.551745
3221,8.850989
3489,9.450659
1228,7.630113
3706,10.946455
578,9.080169
3494,8.334155
2973,12.168834
2801,8.922948
1507,11.956254
2650,8.823406
2682,9.992854
2743,6.9257216
1361,10.561688
178,3.9271939
668,13.65641
3760,10.116465
787,15.651561
1027,10.542732
818,6.816769
3553,9.405721
1515,11.036904
2227,6.162755
604,11.31723
3716,5.2891307
25,10.786039
4047,9.833641
2554,7.9460163
2970,10.645088
1130,8.667232
173,11.333838
1336,9.601525
3253,7.5761642
331,10.919165
2935,9.373318
430,13.025517
2025,10.179948
2153,6.891473
1138,9.198594
2512,9.139482
479,15.28546
727,9.982564
1684,10.937219
2024,9.408839
3861,13.987095
2769,12.010564
3736,10.681919
3841,8.667576
3712,12.497258
3987,15.778524
2348,9.281507
3550,7.699149
3862,10.789295
324,8.7074795
1437,6.6147175
2715,6.9263797
468,15.803249
561,9.352929
1991,5.321123
2753,8.737664
1940,12.973451
2212,18.597828
3768,10.961672
3306,7.1198297
2962,10.338475
3310,10.497097
61,9.675832
2552,5.818145
2570,7.44179
2221,15.72848
254,13.862904
2865,7.1009765
3586,12.127253
2096,11.567651
3555,10.408481
2018,10.31115
3597,11.314941
3527,7.148238
4079,9.087041
1543,6.505554
67,16.597786
1842,7.668328
1071,6.1894064
221,12.723788
2978,8.719949
3776,9.605391
3781,10.068384
2934,9.555717
1745,12.341752
3014,6.8559756
88,10.149596
1623,10.623711
2750,8.136702
4150,6.050533
3013,7.588432
3346,13.624268
2515,6.736815
3505,9.551647
2422,10.001322
3531,6.271161
3403,8.503986
436,7.0944395
2341,5.547147
3664,9.8643875
3832,11.347578
3783,9.526581
2688,8.815685
2451,7.3875875
1953,9.964066
2102,7.626039
3669,9.699172
3024,8.3643675
3138,10.122857
2817,6.09416
3490,10.413584
1207,11.488026
1992,6.0143733
1791,9.664051
283,13.457219
712,5.465375
274,16.48994
2611,9.58879
2409,14.409707
2776,11.07926
621,11.393804
1644,10.883889
2208,17.886074
1427,12.456384
1820,12.223458
2157,18.89752
2643,7.183117
2298,8.358639
1537,7.386964
423,6.2227206
3967,7.4426527
1221,5.441876
2784,9.245964
506,13.276283
1457,7.21191
1320,10.000625
3794,10.324073
1278,9.483019
2672,9.638903
839,8.587879
500,10.494167
1263,9.611371
3757,8.795955
549,10.271936
557,10.325285
1448,7.998691
2016,7.868896
218,10.543285
1084,7.41578
209,6.806102
3829,12.17827
1558,7.3040123
3607,7.824307
1765,7.3500795
948,7.4347806
2304,12.106909
532,8.571425
3417,9.073708
1505,12.670191
2245,12.710355
2428,9.497847
