Index,Target
1945,10.550906
1891,10.150751
1213,5.5983996
2749,8.4668
978,10.766208
371,11.912729
755,10.441813
3684,9.7018585
2399,9.903783
3129,12.164429
1961,13.508076
3229,14.382694
2603,10.230608
2889,8.156182
746,12.312501
798,13.015934
3948,12.964907
457,7.791138
594,12.119494
2936,9.847261
1001,9.675928
3755,7.820505
4084,9.812179
2195,5.9860687
2130,10.0959425
2803,11.574732
3969,7.0968366
3988,10.404653
3220,12.084294
3595,10.5287
3479,6.9161224
1780,9.424369
3889,15.886668
3057,9.845088
2494,10.156083
184,13.18988
1983,10.843572
2144,9.032546
1550,6.754137
3644,8.039428
2540,12.922573
3422,9.959073
330,13.002497
463,4.2919316
1041,13.105783
2943,11.330138
794,15.892552
211,7.695056
2092,11.143983
3349,9.3589525
132,7.674327
2548,5.5983996
2781,9.610397
2992,9.590608
3076,16.40981
3045,9.264458
2292,7.689475
2279,9.7620125
2514,8.52802
1598,11.578731
1835,7.6711783
937,9.739527
1088,7.3229938
2507,7.3214316
1185,10.065873
2913,10.905977
2726,6.7691693
410,11.082031
2250,12.238102
1717,10.136058
893,4.372048
1042,16.853838
2314,10.42722
2202,13.797724
2402,11.164441
3021,8.481502
3659,10.177457
3028,8.76315
296,5.5983996
134,5.5983996
2460,12.958791
4008,9.34583
3635,7.1004744
2029,9.563635
2591,8.150899
3533,7.0908465
3501,10.266325
838,9.037513
32,10.4936285
1703,11.826409
3305,15.056444
1720,10.177519
3085,4.8966126
785,15.60228
2330,8.475754
2355,10.259243
2659,8.526167
650,6.048238
3773,11.578319
1921,10.766735
3380,3.999285
1611,10.288216
1966,12.375402
4017,8.578445
1056,4.2919316
2236,12.909347
438,7.6292067
229,13.1744795
2948,10.303514
3084,4.163603
170,14.096586
1553,7.285174
1017,10.017576
3125,10.302522
1164,9.615107
4165,7.0220456
2620,12.163022
2022,9.321856
544,8.595876
318,12.835568
2728,7.983691
4149,5.571868
691,5.5983996
2583,8.537123
1770,7.33994
45,7.285174
490,10.025875
3054,9.469571
1652,8.615361
43,3.9462976
501,16.425241
3041,9.834333
1867,8.0218725
676,11.913065
2124,7.603814
2725,6.990911
1270,10.590243
731,10.762101
1538,6.510033
251,12.675186
2090,14.563564
682,9.078002
1487,9.401469
964,9.418515
2242,15.445971
325,7.1004744
1898,9.275875
2488,12.619023
511,10.578437
1789,9.33052
2622,12.812723
1784,9.702297
576,10.231466
1024,10.042696
3887,10.026743
3626,11.7776785
2442,9.747358
3750,8.948589
2078,10.444926
309,10.320432
3273,11.293265
1322,9.643054
842,8.679585
4076,13.825955
1859,11.2854
2585,8.750128
3053,10.041197
1497,10.634676
720,3.692673
1431,7.4617667
3846,7.229966
1429,3.11225
3492,8.775816
1924,10.004325
602,8.295544
759,16.55644
3637,7.7932415
3295,9.033215
3541,7.373865
2998,10.044124
3901,9.815231
4043,9.809623
3206,5.9860687
2107,15.906465
2699,11.474582
1260,8.261681
3010,7.229966
93,12.2110615
2359,13.591025
2194,8.244238
2517,8.566061
1583,8.428065
23,9.583614
3725,8.568587
3816,7.83338
1600,8.605426
3375,10.955944
871,10.257627
174,4.4799495
1395,14.908042
1972,11.822082
315,10.6385565
217,7.8676167
2186,9.781675
1210,8.576948
3134,10.993097
2480,12.737602
2577,9.950193
3449,9.355165
1345,9.348419
1424,12.539327
2335,13.417551
1321,8.840003
2855,12.653758
99,8.47749
1632,10.584933
1289,8.472574
3973,7.155475
3414,9.02878
3732,9.903574
120,9.133128
1188,12.010606
3879,10.439974
156,14.187585
2483,13.494609
1545,7.039028
1937,10.7597885
1666,11.655912
1061,5.5983996
305,3.9511557
3983,9.236407
3789,10.823885
1370,10.777321
2384,9.260865
1200,11.021197
4046,10.639973
2302,10.4450035
1657,9.825767
843,9.580669
240,12.650856
1162,9.194971
1503,11.005967
2654,8.895283
879,10.145108
3189,10.131916
4092,10.08141
1157,10.32786
1404,10.992802
1068,7.003505
495,12.09655
2170,6.8611383
1480,9.928945
1731,9.800548
655,7.104773
642,12.027338
2937,10.317835
584,8.320032
1044,10.049081
3101,10.786322
555,9.708092
3052,9.87327
3462,12.715955
3701,11.339074
1104,8.40601
1174,9.613879
177,7.550364
2167,7.8987346
3364,8.012246
2925,12.264057
2320,7.4738193
51,8.378651
2500,12.8090725
803,6.8188057
2481,8.497188
73,12.607188
1800,10.92177
1173,10.339092
2057,7.99341
3745,5.5983996
564,11.122049
2662,10.646973
2414,7.716814
1113,7.6654744
3032,10.56329
3826,12.87687
1108,7.018662
402,9.650928
3066,10.290521
1096,6.909608
3857,15.42069
157,18.366455
831,10.16448
1298,7.810952
1778,11.225624
494,11.225736
52,8.595022
3401,13.892455
220,9.651433
705,10.523802
26,14.515153
2941,11.562241
1697,10.259977
1220,6.722145
461,12.400104
214,12.032614
680,7.1004744
3266,9.885755
2189,12.870252
3287,8.930307
414,12.35753
2530,9.422824
2501,9.155288
1175,11.591808
2378,8.098801
764,11.843418
321,3.8451605
1613,8.442501
751,9.252767
3485,6.8531528
817,7.03038
2586,9.435385
881,12.322202
2793,10.421492
144,10.194994
857,10.898146
1152,9.241499
3035,10.785332
3938,8.531819
2903,8.716054
44,4.2919316
1022,11.083175
1793,9.949617
354,11.178057
3761,9.558365
3355,8.284527
2951,13.122336
3116,8.190628
1216,5.297369
4155,7.9843936
605,10.000771
3590,12.634654
256,19.036726
3453,9.85906
3026,7.7885995
1674,9.934796
718,3.999285
3319,15.219639
809,12.9746065
2632,6.7945213
291,13.329093
3685,10.406387
4116,9.57452
1522,10.298793
2010,7.1784434
263,5.321844
1477,8.912517
1860,11.610784
2342,5.173168
2633,7.6138415
56,8.845025
976,9.670561
1187,11.233855
2067,8.886498
2819,6.8199863
3778,9.414746
2223,13.873836
2031,9.6897335
2323,7.716814
3433,7.460741
1491,10.758388
2718,6.6078744
3225,8.475754
2044,10.267959
12,11.104709
1454,10.342265
322,9.575084
1894,10.196034
3539,8.041471
1813,11.631623
2138,12.430143
3291,10.584594
3630,5.8304095
2584,9.420751
4004,8.684816
2732,7.6138415
2440,10.133849
3544,8.597734
1293,9.726334
1718,10.905089
2437,7.1776247
416,10.2260475
2290,7.1604095
227,7.229966
932,8.020319
2736,7.6022124
2423,8.257781
1242,7.285174
3166,14.192142
811,13.356733
3721,10.387733
183,11.773906
3350,10.260065
3248,12.383742
486,11.746537
3185,9.838701
3047,8.448873
139,8.519892
693,8.6215105
266,8.756235
2722,6.8188057
3416,8.7961
63,8.09336
1189,10.978356
3159,7.1539803
3904,13.451603
2425,11.27
2334,11.902726
3463,13.946529
3854,13.29029
3848,13.826375
1064,6.2297034
3077,10.427251
3726,10.953189
2015,7.339914
2244,7.285174
1055,3.8451605
279,10.882486
3764,9.919159
3290,9.8003235
3326,13.59316
358,14.707671
3746,7.4454126
299,8.797519
3686,11.312818
3751,7.219771
2073,9.109493
1444,6.704975
1295,7.7702365
1159,10.450277
415,13.987396
1815,12.372791
1128,9.799549
790,12.026375
3154,8.133302
2647,8.551925
1743,9.756818
3847,8.387056
2496,11.089922
4147,11.338452
4074,8.687955
1413,11.1398735
802,9.863894
1971,11.960339
2185,8.928353
2506,6.6408963
58,5.321844
76,13.100064
368,10.337534
1110,9.715388
1032,12.644391
3653,9.046283
3860,11.288732
1760,12.512452
3082,10.544875
1073,7.059261
897,5.321844
2155,15.131167
3683,12.031073
2700,9.359907
2550,5.481686
124,7.073062
869,10.159223
761,16.508541
1501,10.046018
2417,6.8165927
2356,11.415654
429,15.53043
1612,10.088864
665,8.295544
810,13.014159
2319,11.077254
2380,4.6005244
442,12.890659
829,7.5526557
2582,8.914234
433,11.044463
1563,8.9022045
387,10.204281
30,15.523237
1116,7.1056476
203,14.097297
2810,10.062947
1161,8.914609
4098,9.660665
2856,10.032213
1532,5.321844
1580,9.9013405
3961,10.776465
2836,10.172646
478,13.05631
2019,10.072632
1268,8.475836
443,7.290757
2282,9.0178795
2953,9.955987
1638,10.219656
3624,10.462624
192,13.4804945
567,7.1105757
1412,12.462468
3274,10.7017565
6,12.017272
3353,9.746002
439,12.586107
289,12.580199
1146,9.157238
864,10.342624
1025,11.684327
4082,9.998243
1233,6.6613636
3642,7.2955585
3609,9.717534
2812,4.697256
1406,11.641552
1874,9.518341
1615,9.288441
2627,4.5399647
1052,12.040932
194,8.691691
450,13.517597
1779,7.770147
2677,8.398312
29,9.080483
3466,10.521124
4088,11.817081
1106,7.541825
2789,10.217536
3785,10.902819
4174,11.523724
3689,13.00288
3923,8.455058
912,6.8188057
1231,6.6078744
3935,14.407326
3639,7.3708467
2592,9.910515
3564,9.019491
222,12.932484
812,4.163603
4019,10.706838
573,11.886249
1163,9.589404
3602,6.754137
1741,12.590478
1426,10.598233
3529,6.510033
2498,12.980848
80,10.43471
257,13.186351
295,6.2297034
1502,9.961797
2579,9.235145
1727,11.495017
903,5.9376035
2698,10.1586075
2260,13.749121
3182,21.131405
4020,11.0688505
1123,9.236204
889,10.383868
1255,7.5035815
376,10.96645
999,8.285096
3042,10.287669
3780,13.448496
2668,8.5855665
3734,11.702925
449,10.656959
1351,9.379906
2887,10.233852
1047,11.347447
654,8.595876
2873,7.4738193
2770,9.738901
805,8.762059
736,12.214867
1451,7.9089894
2347,10.795406
411,10.9799385
1988,4.2919316
2879,8.644678
1398,11.570021
1330,10.970596
2177,17.480871
3200,12.163975
3697,12.159134
3329,10.569128
657,14.328636
1904,10.9748955
2406,15.794561
2641,7.7025023
915,6.7756343
1006,10.086357
2114,3.11225
910,6.687056
152,14.559461
1807,12.754267
1808,9.355724
1723,11.895546
102,13.562357
1186,13.311339
2269,10.38371
239,3.692673
2805,11.992649
2716,6.510033
108,12.537299
3557,9.863909
4120,8.317146
2458,3.8451605
1315,9.206201
1967,15.076932
3518,9.911464
3519,10.6073265
2706,10.101069
3740,10.136451
3400,11.949893
332,5.5983996
2366,10.762518
2522,11.42347
3468,11.197609
2270,10.2297735
1564,8.126696
4069,7.7236905
1647,8.703416
2833,9.896878
1178,11.177887
1334,8.353117
2420,7.482944
1536,6.510033
2172,3.999285
816,6.899357
3817,8.121634
2478,12.45082
776,12.599302
3093,10.92233
1651,9.789266
2897,9.130976
3953,9.335187
1830,6.8883624
4038,9.77524
1272,7.1521664
3384,6.5815506
3160,5.5983996
3894,11.157481
1288,9.787212
3863,14.393443
554,7.477797
1871,10.788854
1074,6.95285
2525,10.052874
4113,8.750591
1618,10.441767
3410,7.0059514
3532,7.285174
3391,16.402807
3577,12.657048
1756,10.0706005
1777,14.101978
2256,9.436174
3016,8.075765
1805,10.061004
752,13.918027
2339,14.721313
3181,14.004625
1882,8.99355
1391,10.127299
3365,8.244238
4107,6.7691693
4042,8.848162
2952,9.448645
3673,10.208594
729,9.975538
2994,12.420106
2768,8.407326
2828,8.6371155
721,13.376831
2037,5.5983996
3366,6.4734693
1740,9.850312
2171,3.6706595
2222,20.203566
3231,9.209154
1754,11.095663
346,12.6244955
3221,9.632421
3489,8.761704
1228,6.9482975
3706,11.287958
578,9.757625
3494,9.098936
2973,11.963342
2801,9.593256
1507,11.549179
2650,9.568521
2682,10.630987
2743,7.256584
1361,11.041616
178,3.9462976
668,13.9593315
3760,10.064584
787,15.442331
1027,10.932639
818,7.137178
3553,9.551035
1515,11.388302
2227,5.5983996
604,12.048518
3716,5.416648
25,11.356191
4047,9.837359
2554,8.1449175
2970,10.886196
1130,8.726475
173,10.833638
1336,8.907315
3253,7.518622
331,8.685403
2935,10.514464
430,14.213494
2025,10.549083
2153,5.8420343
1138,8.585369
2512,9.726974
479,14.676817
727,9.331258
1684,11.624636
2024,9.169177
3861,14.023221
2769,11.033776
3736,10.622436
3841,11.081717
3712,12.080173
3987,13.550772
2348,10.39879
3550,8.063994
3862,10.634817
324,8.275873
1437,6.934591
2715,7.235019
468,15.561178
561,9.437676
1991,5.321844
2753,8.187119
1940,14.348889
2212,19.047739
3768,10.7854595
3306,7.5855055
2962,11.70107
3310,10.720479
61,8.684116
2552,5.903527
2570,8.358876
2221,15.02777
254,12.824234
2865,6.4617133
3586,11.571857
2096,10.953656
3555,10.679278
2018,9.202719
3597,11.630947
3527,6.8199863
4079,9.315204
1543,6.6066937
67,16.25125
1842,8.093574
1071,6.938671
221,13.041088
2978,10.572392
3776,10.683926
3781,9.800651
2934,10.298527
1745,12.6625
3014,7.285174
88,10.399947
1623,10.1146145
2750,8.564327
4150,6.4617133
3013,7.285174
3346,16.031694
2515,8.124293
3505,10.337534
2422,10.358196
3531,6.8188057
3403,7.9480424
436,7.123178
2341,6.0480638
3664,10.013784
3832,11.416317
3783,9.860877
2688,8.343467
2451,7.695056
1953,10.549593
2102,7.5548997
3669,9.904414
3024,9.158966
3138,10.982994
2817,5.9997134
3490,10.406305
1207,11.349769
1992,5.5983996
1791,10.704583
283,12.75111
712,5.321844
274,16.511381
2611,10.417467
2409,13.089569
2776,10.41827
621,13.293974
1644,9.917257
2208,16.77426
1427,12.724679
1820,12.157506
2157,20.865393
2643,7.7726994
2298,7.950162
1537,6.510033
423,5.8304095
3967,6.8068733
1221,5.9798155
2784,9.067679
506,13.027495
1457,7.7555976
1320,9.1555395
3794,10.984428
1278,8.725077
2672,9.559641
839,8.096591
500,10.337971
1263,8.868212
3757,8.565934
549,10.4392605
557,11.486516
1448,7.7703643
2016,8.455697
218,11.68707
1084,8.166896
209,7.285174
3829,11.943109
1558,7.1490083
3607,7.90728
1765,6.6867223
948,7.963739
2304,9.979078
532,8.862333
3417,9.6224
1505,12.161512
2245,12.684684
2428,9.41592
